this is trash!
6.137,1754,,,,,,,,,,
6.142,2230,,,,,,,,,,
6.147,2172,,,,,,,,,,
6.153,1806,,,,,,,,,,
6.158,1790,,,,,,,,,,
6.163,1535,,,,,,,,,,
6.168,1456,,,,,,,,,,
6.173,1509,,,,,,,,,,
6.178,1705,,,,,,,,,,
6.184,1499,,,,,,,,,,
6.189,953,,,,,,,,,,
6.194,1476,,,,,,,,,,
6.199,936,,,,,,,,,,
6.204,1219,,,,,,,,,,
6.21,1274,,,,,,,,,,
6.215,1067,,,,,,,,,,
6.22,1168,,,,,,,,,,
6.225,936,,,,,,,,,,
6.23,828,,,,,,,,,,
6.235,775,,,,,,,,,,
6.241,958,,,,,,,,,,
6.246,1113,,,,,,,,,,
6.251,1100,,,,,,,,,,
6.256,769,,,,,,,,,,
6.261,913,,,,,,,,,,
6.267,1049,,,,,,,,,,
6.272,959,,,,,,,,,,
6.277,929,,,,,,,,,,
6.282,958,,,,,,,,,,
6.287,692,,,,,,,,,,
6.292,812,,,,,,,,,,
6.298,780,,,,,,,,,,
6.303,707,,,,,,,,,,
6.308,677,,,,,,,,,,
6.313,942,,,,,,,,,,
6.318,995,,,,,,,,,,
6.324,732,,,,,,,,,,
6.329,722,,,,,,,,,,
6.334,731,,,,,,,,,,
6.339,763,,,,,,,,,,
6.344,779,,,,,,,,,,
6.349,663,,,,,,,,,,
6.355,690,,,,,,,,,,
6.36,823,,,,,,,,,,
6.365,739,,,,,,,,,,
6.37,706,,,,,,,,,,
6.375,929,,,,,,,,,,
6.381,671,,,,,,,,,,
6.386,662,,,,,,,,,,
6.391,657,,,,,,,,,,
6.396,706,,,,,,,,,,
6.401,689,,,,,,,,,,
6.406,731,,,,,,,,,,
6.412,637,,,,,,,,,,
6.417,632,,,,,,,,,,
6.422,650,,,,,,,,,,
6.427,716,,,,,,,,,,
6.432,816,,,,,,,,,,
6.438,707,,,,,,,,,,
6.443,575,,,,,,,,,,
6.448,578,,,,,,,,,,
6.453,633,,,,,,,,,,
6.458,702,,,,,,,,,,
6.463,777,,,,,,,,,,
6.469,670,,,,,,,,,,
6.474,701,,,,,,,,,,
6.479,679,,,,,,,,,,
6.484,692,,,,,,,,,,
6.489,608,,,,,,,,,,
6.495,697,,,,,,,,,,
6.5,613,,,,,,,,,,
6.505,693,,,,,,,,,,
6.51,713,,,,,,,,,,
6.515,652,,,,,,,,,,
6.52,673,,,,,,,,,,
6.526,852,,,,,,,,,,
6.531,621,,,,,,,,,,
6.536,612,,,,,,,,,,
6.541,776,,,,,,,,,,
6.546,556,,,,,,,,,,
6.552,506,,,,,,,,,,
6.557,651,,,,,,,,,,
6.562,623,,,,,,,,,,
6.567,600,,,,,,,,,,
6.572,508,,,,,,,,,,
6.577,585,,,,,,,,,,
6.583,617,,,,,,,,,,
6.588,682,,,,,,,,,,
6.593,503,,,,,,,,,,
6.598,595,,,,,,,,,,
6.603,567,,,,,,,,,,
6.609,729,,,,,,,,,,
6.614,646,,,,,,,,,,
6.619,696,,,,,,,,,,
6.624,741,,,,,,,,,,
6.629,629,,,,,,,,,,
6.634,565,,,,,,,,,,
6.64,562,,,,,,,,,,
6.645,697,,,,,,,,,,
6.65,686,,,,,,,,,,
6.655,604,,,,,,,,,,
6.66,562,,,,,,,,,,
6.666,605,,,,,,,,,,
6.671,578,,,,,,,,,,
6.676,687,,,,,,,,,,
6.681,682,,,,,,,,,,
6.686,565,,,,,,,,,,
6.692,536,,,,,,,,,,
6.697,514,,,,,,,,,,
6.702,581,,,,,,,,,,
6.707,521,,,,,,,,,,
6.712,503,,,,,,,,,,
6.717,664,,,,,,,,,,
6.723,613,,,,,,,,,,
6.728,588,,,,,,,,,,
6.733,581,,,,,,,,,,
6.738,612,,,,,,,,,,
6.743,587,,,,,,,,,,
6.748,543,,,,,,,,,,
6.754,575,,,,,,,,,,
6.759,872,,,,,,,,,,
6.764,468,,,,,,,,,,
6.769,519,,,,,,,,,,
6.774,685,,,,,,,,,,
6.78,607,,,,,,,,,,
6.785,693,,,,,,,,,,
6.79,715,,,,,,,,,,
6.795,609,,,,,,,,,,
6.8,521,,,,,,,,,,
6.806,784,,,,,,,,,,
6.811,635,,,,,,,,,,
6.816,582,,,,,,,,,,
6.821,590,,,,,,,,,,
6.826,548,,,,,,,,,,
6.831,655,,,,,,,,,,
6.837,647,,,,,,,,,,
6.842,616,,,,,,,,,,
6.847,589,,,,,,,,,,
6.852,586,,,,,,,,,,
6.857,560,,,,,,,,,,
6.863,569,,,,,,,,,,
6.868,557,,,,,,,,,,
6.873,536,,,,,,,,,,
6.878,600,,,,,,,,,,
6.883,593,,,,,,,,,,
6.888,553,,,,,,,,,,
6.894,552,,,,,,,,,,
6.899,561,,,,,,,,,,
6.904,705,,,,,,,,,,
6.909,520,,,,,,,,,,
6.914,636,,,,,,,,,,
6.92,526,,,,,,,,,,
6.925,554,,,,,,,,,,
6.93,518,,,,,,,,,,
6.935,572,,,,,,,,,,
6.94,700,,,,,,,,,,
6.945,478,,,,,,,,,,
6.951,577,,,,,,,,,,
6.956,710,,,,,,,,,,
6.961,558,,,,,,,,,,
6.966,578,,,,,,,,,,
6.971,480,,,,,,,,,,
6.977,501,,,,,,,,,,
6.982,747,,,,,,,,,,
6.987,542,,,,,,,,,,
6.992,505,,,,,,,,,,
6.997,469,,,,,,,,,,
7.002,523,,,,,,,,,,
7.008,584,,,,,,,,,,
7.013,562,,,,,,,,,,
7.018,432,,,,,,,,,,
7.023,574,,,,,,,,,,
7.028,511,,,,,,,,,,
7.034,483,,,,,,,,,,
7.039,614,,,,,,,,,,
7.044,620,,,,,,,,,,
7.049,503,,,,,,,,,,
7.054,466,,,,,,,,,,
7.059,498,,,,,,,,,,
7.065,553,,,,,,,,,,
7.07,489,,,,,,,,,,
7.075,472,,,,,,,,,,
7.08,485,,,,,,,,,,
7.085,564,,,,,,,,,,
7.091,533,,,,,,,,,,
7.096,444,,,,,,,,,,
7.101,563,,,,,,,,,,
7.106,556,,,,,,,,,,
7.111,440,,,,,,,,,,
7.116,593,,,,,,,,,,
7.122,449,,,,,,,,,,
7.127,523,,,,,,,,,,
7.132,473,,,,,,,,,,
7.137,575,,,,,,,,,,
7.142,485,,,,,,,,,,
7.148,475,,,,,,,,,,
7.153,659,,,,,,,,,,
7.158,396,,,,,,,,,,
7.163,520,,,,,,,,,,
7.168,519,,,,,,,,,,
7.173,618,,,,,,,,,,
7.179,480,,,,,,,,,,
7.184,434,,,,,,,,,,
7.189,456,,,,,,,,,,
7.194,476,,,,,,,,,,
7.199,590,,,,,,,,,,
7.205,650,,,,,,,,,,
7.21,443,,,,,,,,,,
7.215,515,,,,,,,,,,
7.22,504,,,,,,,,,,
7.225,412,,,,,,,,,,
7.23,449,,,,,,,,,,
7.236,463,,,,,,,,,,
7.241,586,,,,,,,,,,
7.246,432,,,,,,,,,,
7.251,501,,,,,,,,,,
7.256,512,,,,,,,,,,
7.262,424,,,,,,,,,,
7.267,429,,,,,,,,,,
7.272,468,,,,,,,,,,
7.277,370,,,,,,,,,,
7.282,445,,,,,,,,,,
7.287,593,,,,,,,,,,
7.293,553,,,,,,,,,,
7.298,463,,,,,,,,,,
7.303,478,,,,,,,,,,
7.308,523,,,,,,,,,,
7.313,530,,,,,,,,,,
7.319,445,,,,,,,,,,
7.324,481,,,,,,,,,,
7.329,499,,,,,,,,,,
7.334,478,,,,,,,,,,
7.339,449,,,,,,,,,,
7.344,566,,,,,,,,,,
7.35,436,,,,,,,,,,
7.355,556,,,,,,,,,,
7.36,489,,,,,,,,,,
7.365,695,,,,,,,,,,
7.37,563,,,,,,,,,,
7.376,450,,,,,,,,,,
7.381,481,,,,,,,,,,
7.386,465,,,,,,,,,,
7.391,502,,,,,,,,,,
7.396,448,,,,,,,,,,
7.401,503,,,,,,,,,,
7.407,482,,,,,,,,,,
7.412,507,,,,,,,,,,
7.417,464,,,,,,,,,,
7.422,435,,,,,,,,,,
7.427,554,,,,,,,,,,
7.433,420,,,,,,,,,,
7.438,546,,,,,,,,,,
7.443,666,,,,,,,,,,
7.448,513,,,,,,,,,,
7.453,486,,,,,,,,,,
7.458,496,,,,,,,,,,
7.464,499,,,,,,,,,,
7.469,465,,,,,,,,,,
7.474,431,,,,,,,,,,
7.479,497,,,,,,,,,,
7.484,445,,,,,,,,,,
7.49,414,,,,,,,,,,
7.495,563,,,,,,,,,,
7.5,494,,,,,,,,,,
7.505,438,,,,,,,,,,
7.51,535,,,,,,,,,,
7.515,418,,,,,,,,,,
7.521,475,,,,,,,,,,
7.526,484,,,,,,,,,,
7.531,591,,,,,,,,,,
7.536,424,,,,,,,,,,
7.541,502,,,,,,,,,,
7.547,318,,,,,,,,,,
7.552,428,,,,,,,,,,
7.557,469,,,,,,,,,,
7.562,240,,,,,,,,,,
7.567,450,,,,,,,,,,
7.572,361,,,,,,,,,,
7.578,637,,,,,,,,,,
7.583,416,,,,,,,,,,
7.588,476,,,,,,,,,,
7.593,395,,,,,,,,,,
7.598,485,,,,,,,,,,
7.604,490,,,,,,,,,,
7.609,393,,,,,,,,,,
7.614,413,,,,,,,,,,
7.619,503,,,,,,,,,,
7.624,405,,,,,,,,,,
7.629,644,,,,,,,,,,
7.635,616,,,,,,,,,,
7.64,400,,,,,,,,,,
7.645,543,,,,,,,,,,
7.65,678,,,,,,,,,,
7.655,579,,,,,,,,,,
7.661,544,,,,,,,,,,
7.666,666,,,,,,,,,,
7.671,624,,,,,,,,,,
