this is trash!
7.676,450,,,,,,,,,,
7.681,631,,,,,,,,,,
7.686,708,,,,,,,,,,
7.692,440,,,,,,,,,,
7.697,380,,,,,,,,,,
7.702,498,,,,,,,,,,
7.707,512,,,,,,,,,,
7.712,408,,,,,,,,,,
7.718,446,,,,,,,,,,
7.723,479,,,,,,,,,,
7.728,521,,,,,,,,,,
7.733,708,,,,,,,,,,
7.738,428,,,,,,,,,,
7.743,499,,,,,,,,,,
7.749,706,,,,,,,,,,
7.754,336,,,,,,,,,,
7.759,557,,,,,,,,,,
7.764,775,,,,,,,,,,
7.769,635,,,,,,,,,,
7.775,699,,,,,,,,,,
7.78,550,,,,,,,,,,
7.785,664,,,,,,,,,,
7.79,734,,,,,,,,,,
7.795,902,,,,,,,,,,
7.801,510,,,,,,,,,,
7.806,390,,,,,,,,,,
7.811,599,,,,,,,,,,
7.816,643,,,,,,,,,,
7.821,497,,,,,,,,,,
7.826,710,,,,,,,,,,
7.832,460,,,,,,,,,,
7.837,400,,,,,,,,,,
7.842,624,,,,,,,,,,
7.847,731,,,,,,,,,,
7.852,436,,,,,,,,,,
7.858,424,,,,,,,,,,
7.863,421,,,,,,,,,,
7.868,746,,,,,,,,,,
7.873,410,,,,,,,,,,
7.878,699,,,,,,,,,,
7.883,757,,,,,,,,,,
7.889,766,,,,,,,,,,
7.894,680,,,,,,,,,,
7.899,514,,,,,,,,,,
7.904,669,,,,,,,,,,
7.909,487,,,,,,,,,,
7.915,492,,,,,,,,,,
7.92,623,,,,,,,,,,
7.925,372,,,,,,,,,,
7.93,623,,,,,,,,,,
7.935,643,,,,,,,,,,
7.94,496,,,,,,,,,,
7.946,410,,,,,,,,,,
7.951,626,,,,,,,,,,
7.956,627,,,,,,,,,,
7.961,705,,,,,,,,,,
7.966,366,,,,,,,,,,
7.972,613,,,,,,,,,,
7.977,458,,,,,,,,,,
7.982,656,,,,,,,,,,
7.987,253,,,,,,,,,,
7.992,447,,,,,,,,,,
7.997,357,,,,,,,,,,
8.003,454,,,,,,,,,,
8.008,634,,,,,,,,,,
8.013,525,,,,,,,,,,
8.018,667,,,,,,,,,,
8.023,756,,,,,,,,,,
8.029,769,,,,,,,,,,
8.034,711,,,,,,,,,,
8.039,778,,,,,,,,,,
8.044,905,,,,,,,,,,
8.049,825,,,,,,,,,,
8.054,687,,,,,,,,,,
8.06,738,,,,,,,,,,
8.065,657,,,,,,,,,,
8.07,675,,,,,,,,,,
8.075,665,,,,,,,,,,
8.08,428,,,,,,,,,,
8.086,680,,,,,,,,,,
8.091,725,,,,,,,,,,
8.096,710,,,,,,,,,,
8.101,359,,,,,,,,,,
8.106,608,,,,,,,,,,
8.111,414,,,,,,,,,,
8.117,663,,,,,,,,,,
8.122,402,,,,,,,,,,
8.127,627,,,,,,,,,,
8.132,538,,,,,,,,,,
8.137,407,,,,,,,,,,
8.143,628,,,,,,,,,,
8.148,648,,,,,,,,,,
8.153,651,,,,,,,,,,
8.158,604,,,,,,,,,,
8.163,638,,,,,,,,,,
8.168,852,,,,,,,,,,
8.174,410,,,,,,,,,,
8.179,497,,,,,,,,,,
8.184,701,,,,,,,,,,
8.189,636,,,,,,,,,,
8.194,434,,,,,,,,,,
8.2,446,,,,,,,,,,
8.205,675,,,,,,,,,,
8.21,494,,,,,,,,,,
8.215,457,,,,,,,,,,
8.22,672,,,,,,,,,,
8.225,674,,,,,,,,,,
8.231,546,,,,,,,,,,
8.236,690,,,,,,,,,,
8.241,706,,,,,,,,,,
8.246,678,,,,,,,,,,
8.251,632,,,,,,,,,,
8.257,632,,,,,,,,,,
8.262,735,,,,,,,,,,
8.267,759,,,,,,,,,,
8.272,642,,,,,,,,,,
8.277,579,,,,,,,,,,
8.282,518,,,,,,,,,,
8.288,613,,,,,,,,,,
8.293,627,,,,,,,,,,
8.298,593,,,,,,,,,,
8.303,472,,,,,,,,,,
8.308,512,,,,,,,,,,
8.314,519,,,,,,,,,,
8.319,507,,,,,,,,,,
8.324,404,,,,,,,,,,
8.329,420,,,,,,,,,,
8.334,597,,,,,,,,,,
8.339,604,,,,,,,,,,
8.345,235,,,,,,,,,,
8.35,561,,,,,,,,,,
8.355,434,,,,,,,,,,
8.36,360,,,,,,,,,,
8.365,327,,,,,,,,,,
8.371,334,,,,,,,,,,
8.376,525,,,,,,,,,,
8.381,495,,,,,,,,,,
8.386,407,,,,,,,,,,
8.391,699,,,,,,,,,,
8.396,170,,,,,,,,,,
8.402,199,,,,,,,,,,
8.407,604,,,,,,,,,,
8.412,572,,,,,,,,,,
8.417,392,,,,,,,,,,
8.422,546,,,,,,,,,,
8.428,435,,,,,,,,,,
8.433,385,,,,,,,,,,
8.438,503,,,,,,,,,,
8.443,368,,,,,,,,,,
8.448,467,,,,,,,,,,
8.453,620,,,,,,,,,,
8.459,607,,,,,,,,,,
8.464,998,,,,,,,,,,
8.469,805,,,,,,,,,,
8.474,1298,,,,,,,,,,
8.479,1130,,,,,,,,,,
8.485,1619,,,,,,,,,,
8.49,1323,,,,,,,,,,
8.495,1468,,,,,,,,,,
8.5,1407,,,,,,,,,,
8.505,1392,,,,,,,,,,
8.51,1292,,,,,,,,,,
8.516,1230,,,,,,,,,,
8.521,1185,,,,,,,,,,
8.526,939,,,,,,,,,,
8.531,874,,,,,,,,,,
8.536,793,,,,,,,,,,
8.542,741,,,,,,,,,,
8.547,763,,,,,,,,,,
8.552,964,,,,,,,,,,
8.557,441,,,,,,,,,,
8.562,709,,,,,,,,,,
8.567,513,,,,,,,,,,
8.573,639,,,,,,,,,,
8.578,373,,,,,,,,,,
8.583,433,,,,,,,,,,
8.588,516,,,,,,,,,,
8.593,398,,,,,,,,,,
8.599,497,,,,,,,,,,
8.604,337,,,,,,,,,,
8.609,195,,,,,,,,,,
8.614,382,,,,,,,,,,
8.619,567,,,,,,,,,,
8.624,429,,,,,,,,,,
8.63,529,,,,,,,,,,
8.635,469,,,,,,,,,,
8.64,619,,,,,,,,,,
8.645,545,,,,,,,,,,
8.65,594,,,,,,,,,,
8.656,428,,,,,,,,,,
8.661,978,,,,,,,,,,
8.666,829,,,,,,,,,,
8.671,740,,,,,,,,,,
8.676,919,,,,,,,,,,
8.681,602,,,,,,,,,,
8.687,575,,,,,,,,,,
8.692,603,,,,,,,,,,
8.697,567,,,,,,,,,,
8.702,640,,,,,,,,,,
8.707,559,,,,,,,,,,
8.713,418,,,,,,,,,,
8.718,357,,,,,,,,,,
8.723,392,,,,,,,,,,
8.728,622,,,,,,,,,,
8.733,591,,,,,,,,,,
8.738,576,,,,,,,,,,
8.744,506,,,,,,,,,,
8.749,580,,,,,,,,,,
8.754,358,,,,,,,,,,
8.759,400,,,,,,,,,,
8.764,394,,,,,,,,,,
8.77,419,,,,,,,,,,
8.775,528,,,,,,,,,,
8.78,673,,,,,,,,,,
8.785,936,,,,,,,,,,
8.79,1003,,,,,,,,,,
8.795,807,,,,,,,,,,
8.801,977,,,,,,,,,,
8.806,1002,,,,,,,,,,
8.811,616,,,,,,,,,,
8.816,914,,,,,,,,,,
8.821,775,,,,,,,,,,
8.827,610,,,,,,,,,,
8.832,506,,,,,,,,,,
8.837,590,,,,,,,,,,
8.842,819,,,,,,,,,,
8.847,620,,,,,,,,,,
8.852,537,,,,,,,,,,
8.858,749,,,,,,,,,,
8.863,695,,,,,,,,,,
8.868,742,,,,,,,,,,
8.873,1065,,,,,,,,,,
8.878,1361,,,,,,,,,,
8.884,1208,,,,,,,,,,
8.889,1330,,,,,,,,,,
8.894,1300,,,,,,,,,,
8.899,1266,,,,,,,,,,
8.904,1063,,,,,,,,,,
8.91,1209,,,,,,,,,,
8.915,1299,,,,,,,,,,
8.92,1303,,,,,,,,,,
8.925,1369,,,,,,,,,,
8.93,922,,,,,,,,,,
8.935,923,,,,,,,,,,
8.941,705,,,,,,,,,,
8.946,646,,,,,,,,,,
8.951,407,,,,,,,,,,
8.956,605,,,,,,,,,,
8.961,618,,,,,,,,,,
8.966,357,,,,,,,,,,
8.972,391,,,,,,,,,,
8.977,536,,,,,,,,,,
8.982,607,,,,,,,,,,
8.987,537,,,,,,,,,,
8.992,469,,,,,,,,,,
8.998,577,,,,,,,,,,
9.003,382,,,,,,,,,,
9.008,468,,,,,,,,,,
9.013,495,,,,,,,,,,
9.018,545,,,,,,,,,,
9.024,727,,,,,,,,,,
9.029,883,,,,,,,,,,
9.034,1278,,,,,,,,,,
9.039,948,,,,,,,,,,
9.044,1344,,,,,,,,,,
9.049,1281,,,,,,,,,,
9.055,1123,,,,,,,,,,
9.06,1153,,,,,,,,,,
9.065,1178,,,,,,,,,,
9.07,1066,,,,,,,,,,
9.075,939,,,,,,,,,,
9.081,694,,,,,,,,,,
9.086,650,,,,,,,,,,
9.091,569,,,,,,,,,,
9.096,633,,,,,,,,,,
9.101,374,,,,,,,,,,
9.106,682,,,,,,,,,,
9.112,600,,,,,,,,,,
9.117,561,,,,,,,,,,
9.122,421,,,,,,,,,,
9.127,619,,,,,,,,,,
9.132,597,,,,,,,,,,
9.138,665,,,,,,,,,,
9.143,625,,,,,,,,,,
9.148,644,,,,,,,,,,
9.153,879,,,,,,,,,,
9.158,727,,,,,,,,,,
9.163,698,,,,,,,,,,
9.169,425,,,,,,,,,,
9.174,518,,,,,,,,,,
9.179,743,,,,,,,,,,
9.184,598,,,,,,,,,,
9.189,815,,,,,,,,,,
9.195,1249,,,,,,,,,,
9.2,755,,,,,,,,,,
9.205,979,,,,,,,,,,
9.21,575,,,,,,,,,,
9.215,579,,,,,,,,,,
9.22,667,,,,,,,,,,
9.226,587,,,,,,,,,,
9.231,636,,,,,,,,,,
9.236,695,,,,,,,,,,
9.241,411,,,,,,,,,,
9.246,350,,,,,,,,,,
9.252,523,,,,,,,,,,
9.257,634,,,,,,,,,,
9.262,347,,,,,,,,,,
9.267,372,,,,,,,,,,
9.272,376,,,,,,,,,,
9.277,456,,,,,,,,,,
9.283,328,,,,,,,,,,
9.288,504,,,,,,,,,,
9.293,355,,,,,,,,,,
9.298,442,,,,,,,,,,
9.303,417,,,,,,,,,,
9.309,425,,,,,,,,,,
9.314,459,,,,,,,,,,
9.319,581,,,,,,,,,,
9.324,628,,,,,,,,,,
9.329,424,,,,,,,,,,
9.334,655,,,,,,,,,,
9.34,433,,,,,,,,,,
9.345,484,,,,,,,,,,
9.35,396,,,,,,,,,,
9.355,389,,,,,,,,,,
9.36,778,,,,,,,,,,
9.366,401,,,,,,,,,,
9.371,609,,,,,,,,,,
9.376,569,,,,,,,,,,
9.381,330,,,,,,,,,,
9.386,543,,,,,,,,,,
9.391,360,,,,,,,,,,
9.397,625,,,,,,,,,,
9.402,419,,,,,,,,,,
9.407,425,,,,,,,,,,
9.412,577,,,,,,,,,,
9.417,380,,,,,,,,,,
9.423,207,,,,,,,,,,
9.428,436,,,,,,,,,,
9.433,437,,,,,,,,,,
9.438,405,,,,,,,,,,
9.443,419,,,,,,,,,,
9.448,175,,,,,,,,,,
9.454,446,,,,,,,,,,
9.459,440,,,,,,,,,,
9.464,391,,,,,,,,,,
9.469,436,,,,,,,,,,
9.474,578,,,,,,,,,,
9.48,660,,,,,,,,,,
9.485,607,,,,,,,,,,
9.49,479,,,,,,,,,,
9.495,439,,,,,,,,,,
9.5,414,,,,,,,,,,
9.505,632,,,,,,,,,,
9.511,417,,,,,,,,,,
9.516,629,,,,,,,,,,
9.521,365,,,,,,,,,,
9.526,394,,,,,,,,,,
9.531,498,,,,,,,,,,
9.537,452,,,,,,,,,,
9.542,383,,,,,,,,,,
9.547,569,,,,,,,,,,
9.552,469,,,,,,,,,,
9.557,406,,,,,,,,,,
9.562,393,,,,,,,,,,
9.568,382,,,,,,,,,,
9.573,419,,,,,,,,,,
9.578,156,,,,,,,,,,
9.583,431,,,,,,,,,,
9.588,558,,,,,,,,,,
9.594,372,,,,,,,,,,
9.599,405,,,,,,,,,,
9.604,568,,,,,,,,,,
9.609,500,,,,,,,,,,
9.614,201,,,,,,,,,,
9.619,209,,,,,,,,,,
9.625,180,,,,,,,,,,
9.63,204,,,,,,,,,,
9.635,331,,,,,,,,,,
9.64,344,,,,,,,,,,
9.645,282,,,,,,,,,,
9.651,411,,,,,,,,,,
9.656,415,,,,,,,,,,
9.661,571,,,,,,,,,,
9.666,490,,,,,,,,,,
9.671,525,,,,,,,,,,
9.676,404,,,,,,,,,,
9.682,547,,,,,,,,,,
9.687,344,,,,,,,,,,
9.692,394,,,,,,,,,,
9.697,375,,,,,,,,,,
9.702,459,,,,,,,,,,
9.708,347,,,,,,,,,,
9.713,397,,,,,,,,,,
9.718,403,,,,,,,,,,
9.723,389,,,,,,,,,,
9.728,546,,,,,,,,,,
9.733,177,,,,,,,,,,
9.739,221,,,,,,,,,,
9.744,202,,,,,,,,,,
9.749,613,,,,,,,,,,
9.754,507,,,,,,,,,,
9.759,403,,,,,,,,,,
9.765,347,,,,,,,,,,
9.77,428,,,,,,,,,,
9.775,417,,,,,,,,,,
9.78,324,,,,,,,,,,
9.785,384,,,,,,,,,,
9.79,549,,,,,,,,,,
9.796,179,,,,,,,,,,
9.801,183,,,,,,,,,,
9.806,355,,,,,,,,,,
9.811,160,,,,,,,,,,
9.816,184,,,,,,,,,,
9.822,173,,,,,,,,,,
9.827,218,,,,,,,,,,
9.832,569,,,,,,,,,,
9.837,438,,,,,,,,,,
9.842,236,,,,,,,,,,
9.847,192,,,,,,,,,,
9.853,345,,,,,,,,,,
9.858,183,,,,,,,,,,
9.863,271,,,,,,,,,,
9.868,218,,,,,,,,,,
9.873,354,,,,,,,,,,
9.879,407,,,,,,,,,,
9.884,159,,,,,,,,,,
9.889,253,,,,,,,,,,
9.894,197,,,,,,,,,,
9.899,356,,,,,,,,,,
9.904,166,,,,,,,,,,
9.91,288,,,,,,,,,,
9.915,348,,,,,,,,,,
9.92,177,,,,,,,,,,
9.925,189,,,,,,,,,,
9.93,243,,,,,,,,,,
9.936,334,,,,,,,,,,
9.941,355,,,,,,,,,,
9.946,377,,,,,,,,,,
9.951,291,,,,,,,,,,
9.956,340,,,,,,,,,,
9.961,389,,,,,,,,,,
9.967,414,,,,,,,,,,
9.972,219,,,,,,,,,,
9.977,0,,,,,,,,,,
9.982,151,,,,,,,,,,
9.987,188,,,,,,,,,,
9.993,202,,,,,,,,,,
9.998,152,,,,,,,,,,
10.003,0,,,,,,,,,,
10.008,356,,,,,,,,,,
10.013,0,,,,,,,,,,
10.019,161,,,,,,,,,,
10.024,0,,,,,,,,,,
10.029,502,,,,,,,,,,
10.034,331,,,,,,,,,,
10.039,371,,,,,,,,,,
10.044,305,,,,,,,,,,
10.05,368,,,,,,,,,,
10.055,0,,,,,,,,,,
10.06,185,,,,,,,,,,
10.065,196,,,,,,,,,,
10.07,0,,,,,,,,,,
10.076,331,,,,,,,,,,
10.081,0,,,,,,,,,,
10.086,670,,,,,,,,,,
10.091,343,,,,,,,,,,
10.096,151,,,,,,,,,,
10.101,156,,,,,,,,,,
10.107,0,,,,,,,,,,
10.112,167,,,,,,,,,,
10.117,172,,,,,,,,,,
10.122,0,,,,,,,,,,
10.127,357,,,,,,,,,,
10.133,162,,,,,,,,,,
10.138,164,,,,,,,,,,
10.143,378,,,,,,,,,,
10.148,260,,,,,,,,,,
10.153,0,,,,,,,,,,
10.158,217,,,,,,,,,,
10.164,387,,,,,,,,,,
10.169,371,,,,,,,,,,
10.174,195,,,,,,,,,,
10.179,204,,,,,,,,,,
10.184,183,,,,,,,,,,
10.19,420,,,,,,,,,,
10.195,389,,,,,,,,,,
10.2,207,,,,,,,,,,
10.205,388,,,,,,,,,,
10.21,166,,,,,,,,,,
10.215,215,,,,,,,,,,
10.221,178,,,,,,,,,,
10.226,178,,,,,,,,,,
10.231,398,,,,,,,,,,
10.236,394,,,,,,,,,,
10.241,178,,,,,,,,,,
10.247,328,,,,,,,,,,
10.252,445,,,,,,,,,,
10.257,0,,,,,,,,,,
10.262,193,,,,,,,,,,
10.267,204,,,,,,,,,,
10.272,294,,,,,,,,,,
10.278,345,,,,,,,,,,
10.283,154,,,,,,,,,,
10.288,195,,,,,,,,,,
10.293,163,,,,,,,,,,
10.298,365,,,,,,,,,,
10.304,172,,,,,,,,,,
10.309,169,,,,,,,,,,
10.314,339,,,,,,,,,,
10.319,406,,,,,,,,,,
10.324,220,,,,,,,,,,
10.329,418,,,,,,,,,,
10.335,185,,,,,,,,,,
10.34,202,,,,,,,,,,
10.345,394,,,,,,,,,,
10.35,193,,,,,,,,,,
10.355,360,,,,,,,,,,
10.361,219,,,,,,,,,,
10.366,408,,,,,,,,,,
10.371,374,,,,,,,,,,
10.376,368,,,,,,,,,,
10.381,291,,,,,,,,,,
10.386,246,,,,,,,,,,
10.392,204,,,,,,,,,,
10.397,223,,,,,,,,,,
10.402,211,,,,,,,,,,
10.407,191,,,,,,,,,,
10.412,387,,,,,,,,,,
10.418,191,,,,,,,,,,
10.423,188,,,,,,,,,,
10.428,211,,,,,,,,,,
10.433,186,,,,,,,,,,
10.438,330,,,,,,,,,,
10.443,210,,,,,,,,,,
10.449,375,,,,,,,,,,
10.454,184,,,,,,,,,,
10.459,377,,,,,,,,,,
10.464,243,,,,,,,,,,
10.469,194,,,,,,,,,,
10.475,198,,,,,,,,,,
10.48,378,,,,,,,,,,
10.485,358,,,,,,,,,,
10.49,374,,,,,,,,,,
10.495,183,,,,,,,,,,
10.5,262,,,,,,,,,,
10.506,161,,,,,,,,,,
10.511,158,,,,,,,,,,
10.516,326,,,,,,,,,,
10.521,152,,,,,,,,,,
10.526,386,,,,,,,,,,
10.532,345,,,,,,,,,,
10.537,196,,,,,,,,,,
10.542,341,,,,,,,,,,
10.547,226,,,,,,,,,,
10.552,164,,,,,,,,,,
10.557,160,,,,,,,,,,
10.563,355,,,,,,,,,,
10.568,330,,,,,,,,,,
10.573,237,,,,,,,,,,
10.578,323,,,,,,,,,,
10.583,201,,,,,,,,,,
10.589,501,,,,,,,,,,
10.594,358,,,,,,,,,,
10.599,191,,,,,,,,,,
10.604,187,,,,,,,,,,
10.609,354,,,,,,,,,,
10.614,350,,,,,,,,,,
10.62,0,,,,,,,,,,
10.625,157,,,,,,,,,,
10.63,342,,,,,,,,,,
10.635,209,,,,,,,,,,
10.64,152,,,,,,,,,,
10.646,0,,,,,,,,,,
